poid,milestone,invoice_no,po_type
1011HG3167911-229-1-1,MS1,INV-000266,SERVICE_PROCUREMENT
1011HG3167911-195-2-1,MS1,INV-000266,SERVICE_PROCUREMENT
1011HG3167911-195-4-1,MS1,INV-000266,SERVICE_PROCUREMENT
1011HG3167912-254-2-1,MS1,INV-000266,SERVICE_PROCUREMENT
1011HG3167911-171-1-1,MS1,INV-000266,SERVICE_PROCUREMENT
1011HG3167912-262-1-1,MS1,INV-000266,SERVICE_PROCUREMENT
1011HG3068809-1900-1-1,MS1,INV-000266,SERVICE_PROCUREMENT
1011HG3068809-1990-1-1,MS1,INV-000266,SERVICE_PROCUREMENT
1011HG3068809-2355-1-1,MS1,INV-000266,SERVICE_PROCUREMENT
1011HG3068809-2357-1-1,MS1,INV-000266,SERVICE_PROCUREMENT
1011HG3068809-1770-1-1,MS1,INV-000266,SERVICE_PROCUREMENT
1011HG3167911-192-1-1,MS1,INV-000266,SERVICE_PROCUREMENT
1011HG3068809-2403-2-1,MS1,INV-000266,SERVICE_PROCUREMENT
1011HG3068809-2388-1-1,MS1,INV-000266,SERVICE_PROCUREMENT
1011HG3068809-1376-6-1,MS1,INV-000266,SERVICE_PROCUREMENT
1011HG3068809-2392-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-1987-2-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3167911-228-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-1992-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-2098-4-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-1855-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-1977-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3167912-158-3-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-1546-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3167912-324-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-30-3-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-2510-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3167912-264-2-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068810-870-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3167912-183-4-1,MS2,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-2439-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3167911-228-3-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3167911-264-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-1444-3-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3167911-262-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3167911-228-2-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-2150-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-1644-2-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-1425-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-2305-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3167911-236-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-2440-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3167912-301-2-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3167912-183-1-1,MS2,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-2441-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-2501-4-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-31-3-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-1981-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-2510-3-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3167912-264-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-2501-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3167911-228-6-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-2120-2-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-2098-3-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3167912-183-2-1,MS2,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-2187-3-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-2501-2-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3167912-301-3-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3167911-228-5-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3167912-183-5-1,MS2,INV-000273,SERVICE_PROCUREMENT
1011HG3068810-869-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3167912-301-4-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3167912-259-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-1606-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3167912-301-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-1830-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068810-871-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-2362-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-1859-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-1605-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-2501-5-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3167911-263-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-2098-2-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3167911-247-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3167912-183-3-1,MS2,INV-000273,SERVICE_PROCUREMENT
1011HG3167911-265-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3167911-249-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-1912-2-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-2505-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-2297-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-2281-4-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-1643-2-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-1987-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3167911-228-4-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3167912-184-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-1975-1-1,MS1,INV-000273,SERVICE_PROCUREMENT
1011HG3068809-1649-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-2499-2-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068810-866-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068810-867-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068810-887-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068810-804-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068810-833-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068810-831-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-1781-3-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-2140-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-2205-6-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-2269-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-2268-2-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068810-838-3-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068810-399-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-2000-2-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-1054-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068810-404-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068810-720-2-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-1646-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-2374-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068810-865-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-2425-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068810-634-3-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068810-790-6-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-1782-4-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-1685-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068810-839-3-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-2268-3-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-2302-2-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068810-407-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-1997-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068810-400-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-1052-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-1056-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068810-565-2-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-2500-3-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-2372-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-2371-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-2426-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068810-890-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-2428-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-2429-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068810-891-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-1787-2-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-1544-3-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-2205-3-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068810-839-2-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-2267-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-2267-3-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068810-401-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068810-405-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068810-566-4-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-2373-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068810-888-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-2427-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068810-889-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068810-790-5-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-1686-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-1780-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068810-784-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068810-838-2-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-2302-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068810-398-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068810-402-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-1055-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068810-403-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-1053-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-1057-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068809-1059-1-1,MS1,INV-000274,SERVICE_PROCUREMENT
1011HG3068810-551-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068809-1644-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3167911-191-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068809-2459-3-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068809-1786-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068809-2598-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068810-835-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068810-812-5-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068810-847-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068810-813-5-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068810-844-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068809-2539-2-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068810-551-2-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068809-2187-4-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068809-2120-5-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068809-2120-3-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068809-2287-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3167911-202-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3167911-190-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3167911-202-4-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3167911-202-7-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3167911-202-5-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3167911-170-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068809-2459-2-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068809-2596-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068809-2594-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068809-2597-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068810-812-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068810-836-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068810-845-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068809-2345-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068809-2560-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068809-2539-4-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068809-1643-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068810-907-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3167911-232-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3167911-202-2-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068809-2506-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068810-9-3-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068810-8-3-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068810-846-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068810-813-2-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068810-817-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068809-2305-2-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068809-2539-3-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068809-2539-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068809-1471-2-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068810-550-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068809-1471-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068809-2508-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068810-550-2-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068809-2187-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068809-2120-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3167911-202-3-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3167911-202-6-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3167911-189-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3167911-174-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3167912-336-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068809-1587-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068809-1584-3-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068809-1588-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068809-2599-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068809-2595-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068809-1784-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068810-812-3-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068810-813-3-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068810-818-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068809-2346-1-1,MS1,INV-000275,SERVICE_PROCUREMENT
1011HG3068809-2449-2-1,MS1,INV-000276,SERVICE_PROCUREMENT
1011HG3068809-2213-2-1,MS1,INV-000276,SERVICE_PROCUREMENT
1011HG3068809-2407-1-1,MS1,INV-000276,SERVICE_PROCUREMENT
1011HG3068809-2416-2-1,MS1,INV-000276,SERVICE_PROCUREMENT
1011HG3068809-2468-1-1,MS1,INV-000276,SERVICE_PROCUREMENT
1011HG3068809-2421-1-1,MS1,INV-000276,SERVICE_PROCUREMENT
1011HG3068809-1807-1-1,MS1,INV-000276,SERVICE_PROCUREMENT
1011HG3167911-109-1-1,MS1,INV-000276,SERVICE_PROCUREMENT
1011HG3068809-2212-1-1,MS1,INV-000276,SERVICE_PROCUREMENT
1011HG3068809-2212-2-1,MS1,INV-000276,SERVICE_PROCUREMENT
1011HG3068809-2406-1-1,MS1,INV-000276,SERVICE_PROCUREMENT
1011HG3068809-2417-1-1,MS1,INV-000276,SERVICE_PROCUREMENT
1011HG3068809-2417-2-1,MS1,INV-000276,SERVICE_PROCUREMENT
1011HG3068809-2421-2-1,MS1,INV-000276,SERVICE_PROCUREMENT
1011HG3068809-2411-1-1,MS1,INV-000276,SERVICE_PROCUREMENT
1011HG3167912-182-1-1,MS2,INV-000276,SERVICE_PROCUREMENT
1011HG3068809-2212-3-1,MS1,INV-000276,SERVICE_PROCUREMENT
1011HG3068809-2468-2-1,MS1,INV-000276,SERVICE_PROCUREMENT
1011HG3167912-182-3-1,MS2,INV-000276,SERVICE_PROCUREMENT
1011HG3167912-182-2-1,MS2,INV-000276,SERVICE_PROCUREMENT
1011HG3167911-109-2-1,MS1,INV-000276,SERVICE_PROCUREMENT
1011HG3068809-2509-2-1,MS1,INV-000276,SERVICE_PROCUREMENT
1011HG3068809-2509-1-1,MS1,INV-000276,SERVICE_PROCUREMENT
1011HG3068809-2535-1-1,MS1,INV-000276,SERVICE_PROCUREMENT
1011HG3068809-2443-1-1,MS1,INV-000276,SERVICE_PROCUREMENT
1011HG3068809-2213-1-1,MS1,INV-000276,SERVICE_PROCUREMENT
1011HG3068809-2406-2-1,MS1,INV-000276,SERVICE_PROCUREMENT
1011HG3068809-2416-1-1,MS1,INV-000276,SERVICE_PROCUREMENT
1011HG3068809-1988-1-1,MS1,INV-000276,SERVICE_PROCUREMENT
1011HG3068809-1936-1-1,MS1,INV-000283,SERVICE_PROCUREMENT
1011HG3068809-1904-1-1,MS1,INV-000283,SERVICE_PROCUREMENT
1011HG3068809-2331-1-1,MS1,INV-000283,SERVICE_PROCUREMENT
1011HG3068809-2432-2-1,MS1,INV-000283,SERVICE_PROCUREMENT
1011HG3068809-2431-3-1,MS1,INV-000283,SERVICE_PROCUREMENT
1011HG3068809-2454-1-1,MS1,INV-000283,SERVICE_PROCUREMENT
1011HG3167911-266-1-1,MS1,INV-000283,SERVICE_PROCUREMENT
1011HG3068809-1926-2-1,MS1,INV-000283,SERVICE_PROCUREMENT
1011HG3068809-1977-2-1,MS1,INV-000283,SERVICE_PROCUREMENT
1011HG3068809-1925-1-1,MS1,INV-000283,SERVICE_PROCUREMENT
1011HG3068809-1924-1-1,MS1,INV-000283,SERVICE_PROCUREMENT
1011HG3068809-2330-1-1,MS1,INV-000283,SERVICE_PROCUREMENT
1011HG3068809-2432-3-1,MS1,INV-000283,SERVICE_PROCUREMENT
1011HG3068809-2457-1-1,MS1,INV-000283,SERVICE_PROCUREMENT
1011HG3068809-2452-1-1,MS1,INV-000283,SERVICE_PROCUREMENT
1011HG3068809-2296-4-1,MS1,INV-000283,SERVICE_PROCUREMENT
1011HG3068809-2349-2-1,MS1,INV-000283,SERVICE_PROCUREMENT
1011HG3068809-2432-4-1,MS1,INV-000283,SERVICE_PROCUREMENT
1011HG3068809-2431-2-1,MS1,INV-000283,SERVICE_PROCUREMENT
1011HG3068809-2296-1-1,MS1,INV-000283,SERVICE_PROCUREMENT
1011HG3068809-2296-3-1,MS1,INV-000283,SERVICE_PROCUREMENT
1011HG3068809-2349-1-1,MS1,INV-000283,SERVICE_PROCUREMENT
1011HG3068809-1927-1-1,MS1,INV-000283,SERVICE_PROCUREMENT
1011HG3068809-2385-1-1,MS1,INV-000283,SERVICE_PROCUREMENT
1011HG3068809-1923-1-1,MS1,INV-000283,SERVICE_PROCUREMENT
1011HG3068809-2453-1-1,MS1,INV-000283,SERVICE_PROCUREMENT
1011HG3068809-2432-1-1,MS1,INV-000283,SERVICE_PROCUREMENT
1011HG3068809-2360-1-1,MS1,INV-000283,SERVICE_PROCUREMENT
1011HG3068809-2456-1-1,MS1,INV-000283,SERVICE_PROCUREMENT
1011HG3068809-2431-1-1,MS1,INV-000283,SERVICE_PROCUREMENT
1011HG3068809-2431-4-1,MS1,INV-000283,SERVICE_PROCUREMENT
1011HG3068809-50-1-1,MS1,INV-000283,SERVICE_PROCUREMENT
1011HG3068809-2527-1-1,MS1,INV-000283,SERVICE_PROCUREMENT
1011HG3068809-2296-2-1,MS1,INV-000283,SERVICE_PROCUREMENT
1011HG3068809-2347-1-1,MS1,INV-000283,SERVICE_PROCUREMENT
1011HG2894715-93-1-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-2210-1-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-2448-1-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-1910-3-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-1909-3-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-2410-2-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-1981-2-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-2216-1-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068810-816-2-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068810-883-1-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068810-884-1-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068810-886-1-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-2286-1-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-2268-4-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-1406-1-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-2325-1-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-2438-2-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-2437-1-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-2323-1-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-1910-4-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-1910-1-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-2410-1-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-2633-1-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068810-816-3-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068810-885-1-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-2268-1-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-1659-3-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-2436-2-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-2451-1-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG2894717-124-1-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-41-1-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-2581-2-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-2581-1-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068810-879-1-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-2499-4-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068810-877-1-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068810-882-1-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-1659-5-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-2436-1-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-2438-1-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-2437-2-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG2894717-9-1-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-2414-2-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-2210-2-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-2448-2-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-1911-3-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068810-878-1-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068810-881-1-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068810-880-1-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068810-415-1-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-2285-1-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-2140-2-1,MS1,INV-000284,SERVICE_PROCUREMENT
1011HG3068809-1821-1-1,MS1,INV-000285,SERVICE_PROCUREMENT
1011HG3068809-2119-3-1,MS1,INV-000285,SERVICE_PROCUREMENT
1011HG3068809-2114-2-1,MS1,INV-000285,SERVICE_PROCUREMENT
1011HG3068809-2034-2-1,MS1,INV-000285,SERVICE_PROCUREMENT
1011HG3068810-708-1-1,MS1,INV-000285,SERVICE_PROCUREMENT
1011HG3167912-38-4-1,MS1,INV-000285,SERVICE_PROCUREMENT
1011HG3167912-321-1-1,MS1,INV-000285,SERVICE_PROCUREMENT
1011HG3167912-325-3-1,MS1,INV-000285,SERVICE_PROCUREMENT
1011HG3167912-325-6-1,MS1,INV-000285,SERVICE_PROCUREMENT
1011HG3167911-257-3-1,MS1,INV-000285,SERVICE_PROCUREMENT
1011HG3068809-2381-1-1,MS1,INV-000285,SERVICE_PROCUREMENT
1011HG3068809-2088-1-1,MS1,INV-000285,SERVICE_PROCUREMENT
